Character,Line
Zoidberg, I hope we all have as much tomorrow at my birth--
Leela, That's great.
Farnsworth," Yes, it's been quite an hour and a half."
Bender," Kill-check three is go! Also, the salad's ready."
Bender," You wouldn't know perversion if it put clamps on your testicles! You're just jealous, 'cause you've never known true love."
Fry, We've been looking for you. Last we heard you were under arrest as a human sympathiser.
Fry," Good! Don't finish that cruller, throw it away Bender. Drink that beer and drop the bottle on the ground. Very nice."
Leela, and  In marriage.
Farnsworth," Of course, a wormhole! We'll simply disappear and reappear in a... ...nother part of the universe."
Bender, Shove it! We quit!
Hermes, You know you did it!
Bender, Just like at the movie theatre!
Farnsworth," Cram it, Virginia! Pine trees have been extinct for over eight hundred years."
Leela," There. Good as new! Except we're three miles below the surface, we don't have any food and the ship won't work underwater."
Leela," Good luck, Bender!"
Zoidberg, Damn right!
Fry," I tell you, that Butch runs a pretty good civilisation. I think I'll enjoy serving under him."
Bender, No!
Farnsworth," Movietone News, everyone. I've discovered a new comet!"
Bender," ""Avoid committing the crime"". Got it."
Farnsworth," Oh, sure! Smash the smart guy's machine!"
Bender, No! It's just ... neither of us can get up when we get knocked on our back.
Farnsworth," We gotta be real, real careful to stay in just long enough to make us our right ages again. Zoidberg! Get out of there!"
Fry, Neat!
Leela, I can't make out a thing!
Bender, Dum dum away. Zero zero one one ....
Bender," Bless you, sir."
Leela, Shh! I'm a fugitive.
Farnsworth," Oh, criminy!"
Bender," You're my kind of soldier, Lemon. A foul-mouthed, barrel-chested, beer-bellied pile of ugly muscle."
Leela, Bender! You're three hours late. You can't give up on your training now after both of us worked so hard.
Farnsworth," So that's the situation. Due to the short-sightedness of Old New York, New New York is going to be destroyed by a giant ball of garbage."
Fry," Yeah, well, I'll show you. And Mr. Bananas. Anyway, I've got nothin' better to do while I'm sick in bed. Wait. That's it! I'll make a space experiment about the common cold! Where's that contest flyer?"
Farnsworth," And, now that I've found all the answers, I realise that what I was living for were the questions!"
Fry, Who cares? We're 35 points ahead with two minutes left. What could possibly--
Bender, Now how about a rose for the lady? Five bucks a pop!
Leela, I love rocket skating! But the wait is always so long. Poor Fry once stood in line for six hours just to get me a ticket.
Fry, Who was that guy?
Zoidberg," I hear turkey. Woop-woop-woop-woop-woop— Oh, boy. Ay... Ay. Ay."
Hermes," Oh, take it easy, Leela."
Fry, Leela!
Bender, TV party tonight!
Bender, Who is he? I'll kill him!
Leela, Sleeping with you.
Fry," You don't have to beat around the bush, Leela. We all know who you're talking about ... uh, me, right?"
Farnsworth," You're falling into the final debilitating stages of womanhood. You've waited too long to switch back, you ding bat!"
Amy," Mom, Dad, I'd like you to meet Fry, my boyfriend."
Farnsworth, Blackmail? What does she have on you?
Leela, Three.
Leela, Really?
Leela, Hang on. Amy Wong? Of the Mars Wongs?
Bender," What do you mean, ""we""?"
Leela," OK, it's just an ordinary coffin. Containing my ordinary dead friend, who I killed."
Farnsworth," No, I haven't needed a butler since grad school. But I do need a doctor. I don't wanna die like those marines, John. The fever! The madness!"
Farnsworth, Jungles? On Earth?
Leela, Does anybody mind if I take command?
Fry, Of course I've been up all night! Not because of caffeine. It was insomnia. I couldn't stop thinking about coffee. I need a nap. Coffee time!
Zoidberg," Don't mind if I already did. By the way, do you have anymore of this Dom Perignon bubble bath? There was only enough to fill the tub halfway."
Farnsworth, Mmm! Damn good meat!
Fry," Oh, I'm sorry, Bender. When's the funeral?"
Fry, What's with the seventeen dung beetles?
Farnsworth," And I hit Farnsworth much, much harder. Eh, perhaps too hard."
Farnsworth," My clone, Cubert Farnsworth."
Leela, But it's so beautiful.
Amy, They have a college kid wear that to attract customers.
Hermes, Get him!
Bender, Don't mind me. I'm just saving you the trouble of throwing me away.
Fry, A what?
Bender," Oh, your God!"
Leela, Just give me your hand.
Fry," I swear.  I didn't know this would happen.  The only thing I truly know is I love you. I mean her—Wait, help me out here."
Fry, Uh-oh.
Farnsworth, Download her. Let's just put a blank robot in the drive.
Bender, Hey! Keep it down in there! I'm tuning my banjo!
Bender," Hey, everybody. Meet my good pal, Roberto."
Leela, Let's go to my place.
Leela, Uch!  That's the worst thing I've ever seen!
Zoidberg, Then the illusion is complete.
Leela," Satisfied, Zoidberg? My relationship with my parents is fine."
Leela, I say yes.
Amy, I resent that!
Fry, This is horrible.
Farnsworth," Hello, Francis."
Amy, Boring. Let's hear about Walter Mondale already!
Hermes, Who you gonna call?
Hermes, Thank you. It was cold down there on the floor.
Bender," Don't melt me down into a crowbar,"
Bender," And then he was ejected by the guards. Needless to say, I was mortified."
Amy, Really? I don't think so.
Hermes," Oh, Bender's a model employee."
Bender, What what?
Fry, So let me get this straight  This planet is completely uninhabited?
Bender, Aww. You know what always cheers me up? Laughing at other people's misfortunes.
Fry," Look, I know Flexo's your friend but I don't trust him alone with the atom."
Fry," Uh, aren't we looking for your gargoyle?"
Hermes," Alright, alright. What do we do when we break somebody's window?"
Amy, Wow!
Leela, If a guy ever did that to me I'd know it. Wait a second. They've all been doing that to me. Even Sean!
Fry, Does that mean it's safe to breathe the air?
Leela," No, and with wind-chill it's 20 degrees below absolute zero. I'd better go find him."
Farnsworth," Good news, nuchachos! The ship is nearly repaired."
Leela," Wake up, everyone! I've got something. And this time it's alive! Dr. Zoidberg, since when do you even wear boots?"
Leela, A new eyePhone? Forget this junk.
Hermes," The important thing is that we don't panic. There are rules for situations like this. Now, the first order of business is lunch. I suggest a nice lobster Zoidberg-- I mean lobster Newburg-- I mean Doctor Zoidberg."
Bender," You morons! I don't know what you're trying to pull but I got half a mind to hug each and every one of you and see how you like it! Oh, come on!"
Fry," Uh, what about garbage?"
Farnsworth," Eh, okay. Uh, come on, gang. Let's go inoculate everyone and cram Manhattan back into its rightful hole!"
Farnsworth," No, I've been busy."
Bender, I can't see what's happening. Are we boned?
Leela, We're here to see the Professor.
Leela," They're not filthy! They're wholesome, fertile, and fresh from the forest floor. There's some filth."
Bender," Yes, I am. Having just this minute regained consciousness."
Leela," No, I just work here."
Amy, Wait. What about the girly calendar?
Farnsworth," Nothing will go wrong. If something goes wrong, bring back the blood."
Bender, I hope they can make change for a fortune.
Bender," Your loss. Hey, Professor, you're my wingman."
Leela," Give it to us straight, Professor. How incredibly deadly is it?"
Fry," Bender, if this is some kind of scam, I don't get it. You already have my power of attorney."
Farnsworth," Far from it. If you ask me, they look like a bunch of hookers. But what I have invented is a means of locating the missing crystal. When I push this button, the crystal will emit a high-frequency stink."
Leela," Wait! Why do the raised letters that normally say ""Turn Master Steering Wheel Company"" say ""Nibbler""? Oh, no!"
Bender, It feels like I'm trying to push a water bed outta me.
Leela," You sure you're okay, Fry? You do have tin foil on your head."
Amy," Hooray, we're back in business!"
Bender," Listen, pipsqueak, are you Philip J. Fry or not? 'Cause if you are, I'm here to kill you."
Bender," Oh, I'm leaving!"
Fry, Ka-boom?
Leela, You went to college?
Leela, Follow me!
Fry, I hate you! I hate you! You evil metal man! Ow!
Leela," We can't, you bastard! No one knows how it works. It's impossible!"
Fry, You're not even trying!
Bender," Hey, what the hell are you doing? Quit hugging me!"
Bender," It's a little thing called ""style"". Look it up sometime."
Farnsworth," Oh, this is all my fault!"
Zoidberg," A fortune, it is! At last Zoidberg will live like a rich man!"
Fry," Speaking of nasty irritants, what's going to become of Cubert?"
Fry, Um ... uh...
Fry," Well, whatever it is, it's even better fresh. Mmm, still warm."
Fry," Oh, dip!"
Leela," OK, everyone, calm down. The Professor and I will get to work on the ship. Bender, Zoidberg, since you can survive underwater, you'll go out and look for food."
Leela, I ... have to tell ... must ... important ... something--
Bender, Who the hell is he?
Leela, Aww!
Hermes," There, there, Fry. He may be gone, but he'll always be with us as a trash can."
Farnsworth," Yes. If by ""allow"" you mean ""force""."
Hermes," Oh, my swollen feet. He takes his feet out of the tub of water. They have turned into clown shoes] I better take my pills."
Leela, Only when he's in them and you know it. You really hurt his feelings.
Bender," It's okay, Hermes. We're all here for you."
Bender, Yo! I read the script and I think it would help my character's motivation if he was on fire.
Leela, Hi. I'm Leela.
Amy," Then Kif flew Betsy, rescued me from the tornado and made peace with the Martians."
Bender, Got it. Preparing to terminate Philip Fry!
Bender," Wow, you guys run numbers?"
Bender," You know, it's funny."
Bender," Yeah, yeah, I can take a hint."
Leela, Do you know what it means?
Leela," Strike one, a personal best!"
Leela, It's hopeless! I can't coordinate this many ships!
Farnsworth," Bender, as my newest employee, could you bend this drinking straw for me?"
Bender, That's right! I'm sober and crazy and I don't know what I might do!
Bender," Oh, yeah! You filthy hobos sure know how to live. Hey, chief, someone's stealing your handkerchief full of crap."
Bender, Hurry! We're missing our bus!
Leela, Let's blow this tomb!
Zoidberg, Hello.
Bender, Ah!
Farnsworth," It would seem we've taught our boys a lesson about life  Man or Blob, it's what's inside that counts."
Fry," Hey, I got you guys refrigerator magnets."
Amy, So how was the Spleef Nebula?
Leela," I hate being a man. I smell bad, my face is scratchy, and the food at those strip clubs is terrible."
Bender," That's me, baby! Let me just ditch the kids in an alley and we can go have some fun."
Fry," Hey, pretty nice for a single. Two desks, two chairs, a couple of beds. A woodpecker."
Fry," No, you don't. I've got no home, no family--"
Hermes," Old pal? 8.5 seconds ago, you said you hated me."
Hermes, My Speedos!
Hermes, This is what makes life worth clinging to; three fathers enjoying a day out with their sons.
Bender," This has been a test of the Emergency Hypnotoad System.  Had this been an actual hypnosis, you would go limp and watch whatever crap comes on next.  Comin' up next  Futurama!"
Fry, Wait.  I thought we were buying our eyePhones online.
Fry, Grandpa's making up crazy stories again.
Leela, I'd better light some candles.
Fry," Leela, I'm no doctor, but I'm afraid you be exhibiting symptoms of illin'. You're risking all our lives for your own personal obsession."
Fry," Then she wants me as a trophy husband. Leela, you gotta come to Europa with us. I can't be alone with her."
Fry," Sure would. Oh, well. Goodbye."
Zoidberg," No, the double-vomit is a sign of joy. Fry told me how he and Colleen first met."
Fry, Yup.
Farnsworth," Well, I guess that wraps everything up in a nice, paradox-free bow."
Fry, DOOP? What's that?
Leela, Oops.
Bender," Hey, buddy!"
Fry," Hey, what's this goop?"
Farnsworth," Yes! In your face, Wernstrom!"
Amy, Cheers!
Farnsworth," That's my prize-winning Smellescope. If a dog craps anywhere in the universe, you can bet I won't be out of the loop. And this is my universal translator. Unfortunately so far it only translates into an incomprehensible dead language."
Fry," Cocoa is for yodelling babies. If you're sober, it isn't ice fishing."
Bender," I love cooking and Elzar's ass loves getting kissed, right?"
Zoidberg, Fine! Just give me something crawling with parasites.
Farnsworth," Very serious, Mayor Poopenmeyer."
Leela," Let's try him out. Robot 1-X, can you clean Nibbler's stanky litterbox?"
Fry," I'm about to. Leela, let me play for you one for time."
Fry, Then where are we? You said you knew how to navigate.
Hermes," They shrink-wrapped the hole city! Well, it could be worse. It is worse!"
Bender," Hey, you can't (voice slowing)turn me off..."
Fry," This is an emergency. Amy made Valentine's plans with some goon and I'm gonna be stuck there, lonely and miserable. Will you be my date, please?"
Amy," No. So, Fry, you busy tomorrow? I got two tickets to the big ape fight."
Leela," Captain, we were supposed to land two days ago. Is everything— Hey!"
Fry," Yeah, well here's a funny joke  I'm gonna sit right here till it's my shift."
Fry," Me, too."
Leela, Fry--
Bender, So I returned his artificial heart and ever since then I've been known by the name of Honest Bender.
Zoidberg, Please! I am certain I will succeed with my delicate manner. Oops.
Leela, Quiet. I think I know how to find the Professor.
Amy, Are you sure there's no other way to get the buggalo out?
Bender," From now on, you guys'll do all the work while I sit on the couch and do nothing."
Farnsworth, Exactly! And now Saturn.
Bender, He could be a storage closet...
Fry, I don't get it. How can you say Lars is more mature than me?
Farnsworth, Where am I now?
Zoidberg, Yes. Now.
Leela, So that Moon hillbilly who got murdered was just an innocent husband and father!
Fry," I hope you win, Leela."
Amy," Shmeepers, it's the Land Titanic, the biggest and onlyest land boat ever constructed..."
Fry," Hey, Bender, how's dinner coming?"
Bender," Some breaking occurred, the dolly was involved, that's about all we know."
Leela," I'm a woman, if that's what you mean. I don't like to play games, so I'll just say I'm a cyclops, I'm a spaceship captain, I'm the only one of my species and I'm interested in meeting a man."
Leela," Oh, I'm scared! My whole life has just been a show for some perverted mutant!"
Farnsworth, You're Robo-Hungarian?
Leela," My old life wasn't as glamorous as my webpage made it look. All I ever wanted was to grow up here, with you. Please?"
Amy, Bender was a truly special--
Bender," If you had kids of your own, you'd understand!"
Amy, It seems their movements are a form of language. Rather than speaking Ja—
Amy, A giant sausage!
Farnsworth, He may have ocean madness but that's no excuse for ocean rudeness.
Fry," Hey, hang on, All My Circuits is about to start!"
Fry, Love the tentacle!
Farnsworth," Alright, alright, so the machine produces a few toxic by-products! You don't have to make a federal case out of it."
Bender," You shut up. No, wait! I can use you as a tool to save my friends and I'll still be the hero who everyone says how great he was!"
Farnsworth, Speak for yourself!
Leela, We all have to share in the guilt. Which is why we're each going to add one drop of cyanide to the death wheel as it goes by.
Fry, Whoa!
Fry," At the risk of sounding stupid, do these things actually work?"
Bender, Wow!
Hermes, Nope.  It's not in the Janeway's Guide either.
Fry," Not the gem. This passenger manifest. It turns out there were mutants on that ship, working below deck in the sewage galley."
Farnsworth, Rarely went outside!
Fry," Hey, uh, what's with all the pots and pans? You building a wife?"
Leela," You've made a terrible mistake. He's a human being, not a machine. Oh, Fry!"
Leela, Of course I'm awake. You wouldn't stop waking me. Where am I?
Bender," Yo, Captain Cataract? What are we doing here?"
Leela, What in hell happened to Bender?
Hermes, And I said I'd try my very best.
Bender," You know, I'm also an Ultimate Robot Lover."
Leela," Well, gentlemen, it appears we're boned."
Leela, It's so tragic.
Hermes, We'll go across the street to Pottery Barn and steal their fire!
Fry, You can. All you have to do is wake up.
Bender, Hermes! Hermes! Remember that flock of bats?
Farnsworth," Yes, yes. Anyhow, I've designed an oil-eating bacterium that should take the tar right off."
Leela," Miss Wong, you have the 'poon."
Fry," I like ice cream. And I like lollipops. And I like you, Princess Num Num."
Bender," ""$500"", you say?"
Fry, Go ahead. Just chuck it any old place like I used to. Your city is counting on you.
Hermes," It's been a good run, people, but this is the end."
Fry," Mine too, even my change."
Leela, Sure!
Bender," If they put me on a stamp, tell them to use the young Bender."
Amy, Hooray! Look at all these presents!
Bender, And what better way to celebrate our success than by me showing Bubblegum the Globetrotter uniform I made myself!
Bender, Who will make Bender waffles just the way he likes them now?
Fry," Seems to be. My neck's just a little tender. Ow! Cool! Ow! Listen, Leela. Thanks for rescuing me last night."
Leela, There's nothing wrong with our clunker.
Hermes," Planet Express ship, you are cleared to land."
Leela, And yet you guys never had a single nuclear war.
Bender, Aw!
Leela, That's Lrrr! Ruler of the planet Omicron Persei 8.
Leela," Hey, you know what might be a hoot?"
Zoidberg, That just leaves Best Soft-Drink Product Placement and then Best Actor. We don't have much time.
Amy," This is M5438, an entity of pure energy."
Leela, Fry went to the party?
Leela, No effect. The crystals are bouncing off the tentacle like meatballs off Mothra.
Farnsworth," Oh, my."
Leela, Blech.
Fry, But this is HDTV. It's got better resolution than the real world!
Fry," Yeah, if it's real, how come there's no song that explains how you celebrate it?"
Amy, Uh-huh! Amy Wong. And you are?
Leela, Bummer.
Zoidberg," Oh, yeah, why not?"
Leela, Nice nebula.
Leela, I almost had that tiara.
Amy," Oh, excuse me. Hello, there!"
Fry," Oh, no! This is terrible."
Bender, Hey! What the ...?
Leela, All aboard for Neptune!
Bender," Hey, look! I found a robot fossil!"
Leela," Ew! I'm Turanga Leela, captain of the current Planet Express ship. What's going on?"
Zoidberg, Maybe we can plotz in that giant cockle.
Leela," Well, you could bother me a little."
Farnsworth, We were defeated in battle.
Farnsworth," So many loves half-loved, so many inventions half-invented. That damn time machine alone set me back 15 years."
Zoidberg, Gross.
Zoidberg," You're right, my stink gland is weak. Smell!"
Zoidberg, What? I thought I was playing for my freedom!
Zoidberg," Sorry I didn't call first, Carol. Uh... But I'm in a hurry! I need your help to save Hubert!"
Bender," Oh, I'm going! You're gonna be all ""Where's Bender? I miss Bender""."
Leela, Oh. Do I know you?
Bender, Yeah! And this beer can is made outta old robots.
Amy, Ew!
Fry," Yup, she's beautiful coffee alright."
Farnsworth," This isn't a business. I've always thought of it more as a source of cheap labour, like a family."
Fry," Who does he think he is, being polite to you? You want me to beat him up?"
Bender," What are you doing, wonderful masters?"
Leela, He'll do it. He's crazy!
Bender, Well make time.
Fry, Oh!
Leela, This all must have something to do with the secret ingredient.
Bender, It's gonna blow!
Bender, No fair!
Fry, That's funny!
Fry," Hey, I can get a date too. Now that I'm single, I'll attract all sorts of women!"
Farnsworth," I was lying here, snoozing, dreaming, oddly enough, about bathing in champagne with six of the world's most distinguished scientists, when suddenly I realised my bathwater had been transformed into alcohol."
Bender," You know what? You're right. He was just a stupid bureaucrat. A stupid paper-pushing bureaucrat. A stupid I-dotting, chair squashing, Oh. No offense, Hermes. You're not like that. I mean, you're exactly like that, but you're okay! In fact, I'm putting you on the do-no-kill list. Come on, fellow mortal. We're in Tijuana. I wanna live a little. Help, I'm gonna die! That's the opposite of what I want!"
Leela, It doesn't have to.
Leela," Susan and I are agreed.  For the first time in our lives, we're not ashamed of who we are."
Leela," Pert and Popular, sir."
Bender, To volunteer at a liquor kitchen for homeless robots.
Bender," Better! We got fembots with illegal five-speed groins! Shalom, Ruth and Esther!"
Leela," Guys, I didn't have time to mention it up there, but I want each of you to know what an honour it is to work with me."
Fry, I'm your dear old Uncle Fry.
Fry, Really? Which one?
Bender," I'm telling you, my broken friend..."
Bender," Whatchoo talkin' 'bout, Fry?"
Fry," Bender, I don't claim to understand ""the biz"" but wouldn't being able to move help your music career?"
Amy," Aren't you gonna say Good news, everyone?"
Bender," Oh, so we can stay in the future you like? But not the future I like? Next!"
Bender, Martini drinking contests with the autopilot. I would've had him this time but we ran out of olives.
Zoidberg," What is it, Fry?"
Leela, Some lazy or polite robot is holding it in.
Bender, Uh. Nothing.
Farnsworth, Wha?
Fry, And I can't take life anymore.
Amy, We're doomed!
Bender, Dork calling Orson! Dork calling Orson!
Bender," Well, we're boned."
Fry," Uh, not right now."
Leela," Fry, was this an idiotic trick to get Lars and me back together?"
Leela," Well, for one thing, his chequebook doesn't have the Hulk on it."
Fry, So? Let it go. Don't let your temper get the better of...
Amy, That's true. On a TV like this I bet you couldn't even make out my obscene tattoo.
Fry," Don't be afraid of the tentacle, Leela. It's beautiful and it loves me. And I love it."
Bender," Well, that doesn't sound so bad."
Fry, This is where I brought my girlfriend on our very first date.
Leela, Not unless your parents have thousands of helicopters at their disposal.
Farnsworth," My, yes. Ooh, just like that. Any luck, Bubblegum?"
Bender, What about my servants?
Bender," Well, looks like the party's winding down. Let's take a road trip to Tijuana and get Fat-bot some action."
Amy," Wow, neat."
Bender, Shut up already! Calculon's on TV!
Fry, Butt massager engaged?
Bender, They look like dorks!
Fry," Bender, wait. While you can still calculate the future, just tell me  What's gonna happen with me an' Leela?"
Zoidberg, Then you'll need someone to dissect it! Friend.
Fry, Damn! I knew you wouldn't have asked unless it was really high or really low.
Fry, Bender? How did the fight go? I heard somebody got flattened!
Leela, Okay. That's better. Keep 'em comin'!
Hermes," Come on, mon!"
Fry," In my whole life, this company was the only place I'd ever really felt at home. If being millionaires is more important to you than our--"
Bender, Me too. Me too. Jerk.
Fry, Hermes.
Fry, I'm over here!
Bender, It's my brains against your von Braun!
Leela, That was nice.
Farnsworth," It's a sign of respect, you savage!"
Zoidberg, Congratulations. I assume Amy is the father.
Amy," Hey, how about some icy margaritas?"
Fry," Yeah, I asked a cop once. It means ""Up yours, kid""."
Amy, Look! A clearance sale!
Leela, Are you alright? Has he hurt you?
Leela, Death by sonic diarrhoea?
Bender, I can't believe somebody hired an interstellar spaceship to deliver a package to Atlantic City. What are we delivering anyway?
Leela," Depth at 45 hundred feet, 48 hundred, 50 hundred! 5000 feet!"
Fry," So, what's the secret ingredient?"
Fry," Sorry, Zoidberg. I'm trying to join the country club."
Fry, But I don't like being a delivery boy.
Fry, I wanna see the edge of the universe!
Bender, Just a sec.
Farnsworth," Oh, my, no. That would require extremely tiny atoms, and have you priced those lately? I'm not made of money! Leave me alone!"
Fry," Uh, Ms. Johnson? Please bring in some more chair fuel."
Leela," OK, if everyone's finished being stupid--"
Farnsworth," Everyone, I have a very dramatic announcement. So anyone with a weak heart should leave now. Goodbye."
Hermes, Look at all these famous lost ships. There's the Garmin. And the TomTom.
Fry, I recognise you. Didn't you use to have a body of some sort?
Fry, Even Celine Dion?
Bender," Well, perhaps I could call on TV's Calculon to help, now that I'm in showbiz."
Bender, I should be weeping! I'm not weeping!
Farnsworth, My god! It's the Pantheon!
Bender, You locate Inspector 5 while I slip into my ass-kicking feet.
Zoidberg, I had a hunch.
Bender," Oh, crap."
Fry, Leela?
Fry," Hey, Bender. Did you ever find that inspector guy you were looking for?"
Fry, I heard that one time you single-handedly defeated a horde of rampaging somethings in the something-something-system.
Fry," That's it! I'm getting a hundred cups of coffee. Starting now. Coffee machine, one cup of coffee, please."
Amy, It's a schmundered degrees and all we have to drink are non-diet sodas.
Bender," Kill me, please! And make it splatter!"
Farnsworth," It's a single atom of jumbonium, an element so rare the nucleus alone is worth more than $50,000."
Leela," OK, you're on the surface. Now I'll give you 10 minutes. Then you'll get bored, turn around and apologise for being such a jerk. Agreed?"
Fry, It's back on!
Amy, Do we have enough money to pay Bender's fine?
Fry," Hey, what you watching?"
Leela," Fry, we're worried about Planet Express."
Bender, ...I'll say it loud and sing it proud...
Zoidberg, Barbados Slim? I love that guy.
Farnsworth, Fuff! You're a disgrace to the very name Fowvwuh!
Hermes," Computer, analyze tapes and extract personality profile of one Turanga Leela."
Leela," If you can change form, why didn't you change it in the one place that counts?"
Fry, Hey.
Hermes," Sorry. It's in your contract. ""All female employees must pose nude if requested."""
Zoidberg, Is someone talking?
Bender, Anyone want butter on that?
Bender," Well, I guess you should've had two eyes!"
Bender," Ooh! Ooh! Ooh! And— And then Calculon said, ""No. No!"""
Leela," Well, I wouldn't mind rubbing my success in a few choice faces."
Bender, You're on! Send.
Zoidberg," You look wonderful, robut! I wish I could afford to go to a hospital. I'm dreadfully sick."
Leela," Aw, thanks. They're my inspiration."
Fry," C'mon, Bender! It's up to you to make your own decisions in life. That's what separates people and robots from animals ... and animal robots."
Farnsworth," Yes! It's sort of a Comedy Central channel, and we're on it now!"
Fry," Eh, I think I'll just stay here."
Fry, Not everything. There's still a roach problem.
Zoidberg," Then, if you'll excuse me, I see some ravioli that only has two shoe prints on it. Three."
Hermes," Sweet Yeti of the Serengeti, she's gone crazy eddie in the head-y."
Farnsworth, Actually that's still true.
Bender, What about you? You're my third choice.
Fry," Your Mayor-ness, if you execute him, you have to execute all of us."
Leela, Wow! Free bread at a restaurant? Is there anything you can't do?
Leela," Okay, so we haven't found any life yet. I still don't see why you men can't be happy with regular-sized miniature golf."
Fry, Alright. I'll take the red rocket.
Bender, Just tell me why.
Fry," No. No crazy technology. Here. Bender, use your immense Robot strength to drill a hole the old-fashioned way."
Farnsworth," Precisely.  However, the satellites collided shortly after launch and were never heard from again."
Bender, Alright!
Fry, And maybe you'd like to meet her. And her.
Hermes, Somebody turn it on!
Fry, I'm nobody. There are guys in the background of Mary Worth comics who are more important than me.
Bender," Friends? That activates my hilairity unit! I'm just a machine to you. You're no more friends with me than you are with the toaster, the phonograph or the electric chair."
Leela, We've got to go back in toime an' set things straight! 'Urry up an' lick Washin'ton's 'ead again!
Fry," Apology accepted. After all, you're only human."
Bender," Right on, sister. We should be back at Planet Express right now. Hiding from work in the ceiling. But no!"
Amy, Over my dead body!
Bender," Oh, Amy. I wonder where you are right now!"
Bender," Gee whiz, Santa! You want me to help you?"
Bender, Uh... Sure.
Bender, Right away!
Fry, Amy's a klutz from Mars.
Farnsworth," And you, Coach Smalley, or should I say ""Coach hairpiece""?"
Leela," Shake paws, Nibbler. Come on, shake. He might be a little hungry. Shake, boy. Usually he's had more ham by now. Shake!"
Fry, Bender?
Leela, Wow. Are you gross-looking. Go on.
Amy, Jinkies! He Scooby-Doo-ed us!
Zoidberg, It's toe-tapping-ly tragic.
Fry, This is awesome! Are we gonna fly through space fighting monsters and teaching alien women to lurve?
Bender," Not even a little. There's nothing wrong with murder, just so long as you let Bender wet his beak."
Amy," Oh, I love stuff like the moon! Can I come, Leela?"
Farnsworth," Yes, and the only one of her species in all the known universe. What a lonely life."
Bender, And the Creator could also be a robot.
Farnsworth, Then there's nothing left to do! Nothing!
Leela," Bender, can you at least pretend you're being punished? And clean the black parts too."
Farnsworth, Aw. They don't make movies like this anymore.
Bender," Welcome, boss."
Fry," So that's where my clover is? Hey, is that orbiting cemetery near here?"
Leela, Ow!
Fry, What's wrong?
Hermes, We'll bill you for the couch.
Bender," Aw, mom! Do we hafta?!"
Leela, Ow! I might've liked Zapp Brannigan if he weren't a pompous dimwit who threw me in prison.
Leela," Wake up, my king."
Fry," Oh, man. I had no idea. If only I knew where he was I'd go talk to him."
Leela, So what makes Guenter talk?
Fry, Hermes Conrad!
Bender," It's Elzar again! Oh, my God, I'm so excited, I wish I could wet my pants!"
Farnsworth," Oh, blithery poop, my cowardly lobster! You don't need courage. After all, who needs courage when you have a gun?"
Bender," Wow, Mars Vegas.  Long live the eternal city."
Hermes, Holy spitz! He's sportin' skintight Speedos!
Bender," Hey, Leela. Bubblegum might let me organise a bake sale for the Globetrotter wives. Can you teach me to make cupcakes?"
Farnsworth," Yes, we tore the universe a new space-hole alright! But it's clenching shut fast. Our only hope to get back to our own time is to go through it in, oh, say ... ... exactly 24 hours."
Leela," Oh, that's the corniest thing I've ever heard! Let me show you the bedroom."
Fry, What does it taste like?
Fry, Thanks. Where is she?
Zoidberg, I knew I should have gone with the ring-around-the-collar joke.
Leela," I said ""very nice work""."
Leela," Yo soy muy malo en lanzar, pero yo soy muy bueno en comer frijoles. Come los Bean Bay frijoles, los frijoles de los reyes."
Bender, Another job well done. Now back to the office for an enjoyable evening of fasting and repentance.
Leela, Dinner ready?
Leela, Don't worry.
Leela, What's Plan C?
Fry," Oh, no!"
Fry," Well, we can live without machines. I was in Webelos."
Fry, Get him!
Bender, It's what made me me.
Leela, I can't do this any more.
Fry, There's gotta be some way to stop Bender. Maybe something in the oracle's prediction that I missed before due to incompetence. Wait. Who's the trigger-happy jerk? That's me. I recognise the face.
Leela, I'll meet you at the south rim in one hour. No moustaches.
Hermes, To Fry.
Fry, You mean the window?
Farnsworth," Fry, I admire what you did today, and I'm deeply sorry for insulting your intellect. Your tiny, tiny intellect. Oops, there I go again, you dope. I mean, dummy."
Bender, What room?
Fry," Yeah, it really puts you in the Christmas spirit."
Fry," Yeah, well, I did open the account over a thousand years ago. What about my ATM card?"
Fry, And warm.
Farnsworth," Yes, they have! It's called Homo habilis!"
Bender, Mhmm. They said I couldn't imagine things.
Amy," What are you talking about, Bender? She's al-- (muffled) Oh!"
Fry, I'm a pathetic freak. My life is ruined.
Bender," So, you're saying we can cook him?"
Fry," Ohh, it's an astonishing tale of incredibleness. It all began when I went back in time."
Leela," Fry, do you even understand the word ""invertebrate""?"
Zoidberg," Wait! I've got it! This building's technically in the theatre district. If we could mount one big musical featuring everyone's talents, we might just save Planet Express!"
Leela, Completely out of ice?
Leela," Yeah, I'm just a little down 'cause the only man I'll ever love left me at the altar. Plus I live in a dumpster."
Fry, I only ask 'cause the oracle thinks you're gonna pull of a major theft next Thursday.
Amy, You were dead.
Fry, Well it's not my fault either 'cause I forgot to vote.
Fry, Negative. I must be a robot. Why else would human women refuse to date me?
Fry, That's what I'm known for!
Leela, Looks nice.
Leela, Nevvveeeeer!
Leela, It's us who tempted him to sin.
Fry, No. You're not gettin'— Ow! My underbite!
Zoidberg, Call them what you want. I call them a free meal.
Farnsworth," Why, I've forgotten why I even fired you."
Amy, No!
Fry, Ow! Thanks.
Fry, Giant balloon?
Fry, Yes. Colleen...will you be moved in with by me?
Leela," Fry, it's been three days. You can't keep boogie-ing like this. You'll come down with a fever of some sort."
