Character,Line
Leela," I know you like cooking shows but you're a robot, you don't even have a sense of taste."
Bender," On, Trasher! On, Smasher! Hey, Kwanzaabot, where you off to?"
Farnsworth," And you, my faithful fiend! How can I ever repay you?"
Amy," Oh, Kif, it's like a movie with this happening in it."
Bender," Aw, come on! I've got a lot of ransom notes to send!"
Fry," And the Professor's a senile, amoral crackpot. Hermes is a Rastafarian accountant."
Fry, My God! She's gone. Everyone I ever knew or cared about is gone.
Farnsworth," Oh, no? Back when I was full of piss and vinegar, and my bed wasn't, I fell in love with the sweetest girl to ever skip through a field of posies. Her name was Eunice, and we spent our blissful days working in a lab, developing a poison to wipe out that dreadful posy infestation. I thought our love would last forever. But then, 43 years later, she left me for a robot! How could she do that to me, her Farnypoo?"
Hermes," Concerning our pest problem  Somebody's been leaving food around and it's attracting owls. And I, for one, am getting tired of cleaning those owl traps. Now... As this shocking graph indicates, our water consumption has tripled in the last month. I notice Fry has been here for a month, so I'm appointing him head of a committee to find who's responsible. Fry? Am I cracking up, or is Fry's living here starting to get in the way of bus--"
Fry," Hey, I'm on TV."
Bender, Ah!
Fry, Yes! Footprints! And hand prints? But? What's happening?
Bender," Whoa, whoa, whoa, whoa! You're a thousand years old? Your bio says you're 27!"
Fry, Huzzah!
Amy," Professor, you did it! You solved the problem that baffled Einstein an' drove Stephen Hawking to quit physics and become a cartoon voice actor!"
Leela, Fat chance.
Bender," Uh, don't mind if I do. Ow! What's in these things?"
Bender, Yeah! Now are you gonna come to the squid fights with us or sit here wallowing in your prehistoric junk?
Fry, And I'm his uncle!
Leela, That's good!
Zoidberg, Hooray! Free sky sticks! Ooh. Police brutality!
Zoidberg," Edna, I couldn't stand it any longer. I-- Fry!"
Bender," My God. You stole all your ideas from those poor, innocent creatures and hogged all the credit?! I underestimated you."
Farnsworth," You can barely remember your own name, Einstein."
Zoidberg," Yes, my liege!"
Fry," Wait, what happened to the snakes and the frogs? I need to know!"
Farnsworth," Oh, oh, yes, the announcement! As you all know, I am not long for this world."
Bender," A hush comes over the crowd. The only sound is Bender calling everyone else a jerk as he swings! Oh, he slices! Into the water! Oh, man! Boy, I tell you, buddy!"
Amy," But you still have them, right?"
Amy, We're just going through a rough patch.
Fry," Well, got to skedoodle-oodle. We're taking a cuddle-cab to Hug-a-Bunny Village."
Fry, What does that look like?
Farnsworth," Oh, I should think so. Although last time aliens invaded all they did was force the most intelligent of us to pair off and mate continuously. Oh, yes!"
Fry, You're back from the dead?!
Leela," You don't have to apologize.  In fact, I came to thank you."
Farnsworth, Poor little guy starved to death.
Leela, And not one of those bogus everyday miracles like a sunrise. Aren't you a male?
Farnsworth, Play time is fun time.
Fry, No.
Amy," Hey, Professor, what's all this scloop, glorking out of the machine?"
Fry," That's it. I've had it with women. From now on, I'm concentrating on my career. Can I have my old job back?"
Leela," No one's wearing anything adorable over their head. Now listen, I could never, ever be ashamed of my parents. I'll see you this weekend."
Farnsworth, Never fear. My magic fingers still know how to do their stuff!
Farnsworth," The only question is, ""Who should be our spokesman?!"""
Fry, I consider myself a reasonable man. Quick with a joke. Slow to anger. But Bender can't go on long car trips anymore an' I say Zoidberg must die!
Hermes," Oh, yes!"
Fry, That's good.
Amy," Oh, baby soft!"
Zoidberg, Oh.
Farnsworth, The Farnsworths are a remarkable—
Farnsworth," You should be ashamed of yourself, Fry. You'd have to be blind not to notice that Leela's a cyclops."
Fry, No!
Zoidberg, They're flying Manhattan into the Sun! They must've been outta piranhas.
Leela, To have parents.
Farnsworth, What the hell are you talking about?
Bender, What are you? Some kind of galactic computer?
Zoidberg," I used to hang out here as a larva. It looked so much bigger back then. Who's the tough guy now, Vinnie?"
Bender," ...six, seven, eight!"
Leela," Oh, Lord."
Fry, These new hands are great. I'm gonna break 'em in tonight.
Fry, It sure was nice of the Mayor's wife to have sex with me. Huh?
Bender," Hey, chumps, I heard you were on the ass-end of an ass-kicking so I figured you could use a couple these little babies."
Bender," Cheer up, meatbag. You've barely touched your amoeba."
Hermes, See you at din-din!
Farnsworth," Don't sit in there, you idiot! That's dangerous! Wha? No wonder this contraction isn't aerodynamic! It's not an aircraft, it's a spacecraft!"
Bender," Hey, this is starting to feel pretty good!"
Fry, Cool! Let's see this one!
Zoidberg, No time for an injection. Uh! I'll be damned. It did make 'im a double Yeti!
Hermes," Maybe you're just a fantastic lover, Fry."
Amy," Hey, that's my cellphone!"
Leela, I think you're over reacting.
Fry, Huh. So it was hiding deep down inside o' me? Like my skeleton bones?
Fry, What if I refuse?
Fry, Leela's gonna die. What would Delivery-Boy Man do?
Amy, Yee-ha!
Bender, What now?
Fry, I didn't mean to. He just looked so cool and refreshing.
Bender, You know it!
Zoidberg, Stop!
Bender, Upsy-daisy.
Bender, Not Santa!
Leela," My god, I can't believe I'll never see that particular Fry again."
Bender, What's with all the crap?
Hermes, The Central Bureaucracy maintains records on all bureaucrats. We should be able to look up Inspector 5.
Leela," Uh, were you just singing?"
Leela, Maybe you could do more reps with less weight.
Zoidberg," Now I am the most important doctor at the delivery company where I work. But, sadly, my life is bereft of laughter."
Fry," Oh, yeah, no, you're pretty perfect."
Bender," I accept this Nobel peace prize not just for myself, but for crime robots everywhere. Skål!"
Bender," Yeah, if you're in the grave dust."
Fry, That's marriage alright!
Bender," Well, everybody, I just saved a turtle. What have you done with your lives?"
Farnsworth, Eh-wha?
Bender," Hey, let's all join the Reform Party!"
Leela, Yeah... Can anyone fix my ship so I can get home?
Zoidberg, ... there I was in the dumpster enjoying a moldy fudgesicle when suddenly your hand flies over and slaps me in the tokhes.
Bender," For the love of God, somebody kick his ass!"
Amy, Shoo! Stay away from my babies!
Leela, Ocean madness.
Bender, Whoa! Someone had a busy day.
Leela," Well, we just need one of those big ice cubes. Someone should call the losers who are supposed to deliver it. Hello?"
Amy," Bender, you can't be an Ultimate Robot Fighter. It's the most brutal form of competition in the galaxy!"
Leela, I should've listened to my crew. That space whale wasn't a monster. It was the obsession of me and others like me that made it into a monster.
Leela," Bender, what's wrong?"
Fry, Don't do it! He's evil!
Fry," So, heads or tails?"
Leela," OK, this has gotta stop. I'm going to remind Fry of his humanity the way only a woman can."
Leela," Hey, Fry. I know something you could lay bare."
Fry," What's the point of Xmas when everyone you know died a thousand years ago? I'm the loneliest person on Earth. Hey, Leela, how 'bout a little sympathy here, huh? Yoiks! What was that about?"
Zoidberg," Oh! I have no shares! Wait! My sangwich! Has it also appreciated in value? Please, oh, please!"
Fry, There is? Yay!
Hermes, Yeah.
Fry, Nothing.
Bender, What's that? One of those Led Zeppelins I've heard so much about?
Farnsworth, The ruffians smoked one of your cigars.
Farnsworth, The time skips are worse than ever now. Isolated spots are jumping by years at a time. Look.
Bender," Hey, it's easy to criticize."
Bender, But I destroyed the technology of the world. I ran on the beach and felt the sand between my foot cups.
Bender, So this guy just unloaded a steaming pile of starship fuel?
Hermes, Sweet squid of Madrid! The tentacle got Fry!
Bender," Yes, sir. I'm on it!"
Leela, At least you didn't smell as bad as them.
Fry, Nope. Uh-uh. Ew! Now look. This is the nose we want. Did you sell it to somebody?
Leela, Damn right I was!
Hermes," Kingston rules. Two men go down, one come up."
Bender, Now I can punch you in the nose in the dark.
Amy, Fluh! She's an orphan.
Hermes, I'd better make a chart of the suspects. I'll begin by drawing a line with my straight-edge. Sweet lamprey of Santa Fe! My edge has been bent!
Fry," Leela, freak out later. We're not done escaping yet!"
Leela, Could you guys please stop talking about my personal life?
Amy," Oh, no!"
Amy, Uh-oh. I'm terrible at parallel parking.
Bender, OK! I'm done re-kafoobling the energy motron ... or whatever.
Leela," I don't know what happened, but we've taken on a lot of clocks. Let's get back home."
Bender, I thought you were retired.
Bender, Oop! Sorry.
Fry, Did we go too far? What time is it?
Bender, I make use of my rod of fireballs.
Bender, Boo! Bring on Bender! Boo! Bender's the greatest!
Fry, Bender? You stole the atom?
Fry," Man, even the news monster is acting strange. What are we gonna do?"
Leela," Fry, please-- (from outside) My ponytail's caught in the door."
Leela, Don't look at me!  I'm a freak!
Fry, Cool. I can't wait to tell Leela.
Fry, Also Wolfman!
Bender, He was so sweet.
Leela, She's got a fine coat.
Fry, I'm just glad we hit something. I thought we'd never stop.
Bender, There's no backup copy of me?
Farnsworth, I'm a cold-blooded punk!
Hermes," Listen, you filthy crab, a thousand years ago there was a legendary team of Jamaican bobsledders."
Hermes," Bender, mon, lie yourself down. You're payin' for that!"
Fry," Actually, we've met once before."
Bender," Whoa, mama! Hold still, sexy lady."
Leela," But, Mr. Barker--"
Fry," Uh, I'm flattered, really. If I was gonna do it with a big, freaky mud bug you'd be way up the list!"
Bender, Let me go! I don't even want the stupid beer! Yes! You tried to trick me into coming out of my chest. But who has the beer now? I've got mail!
Leela, We'll be crushed if we don't equalise the pressure.
Leela," You know, Doug, most guys are put off by my eye. It's nice to finally meet someone who's open-minded. Ew!"
Fry," No, not the explosion!"
Fry, Ten ... ... nine--
Leela, That's not torpedo three. That's not torpedo three at all!
Farnsworth," Wait! If we could build an object the exact size, density and consistency of the garbage ball, it might just knock the ball away without smashing it to bits."
Fry, I don't know. It doesn't seem entirely moral to--
Bender," Right here! I'm comin'! C'mon, baby! I'll do it! C'mon, Mom!"
Bender," Hey, look. The suns are setting. I can finally switch to hard liquor!"
Bender, We all feel like that all the time. You don't hear us gassin' on about it.
Leela, Yeah. You got a tele-sonic transmission from Kif a couple hours ago.
Leela," I'm sorry, femi-sisters, but it pooped out around 3 00 a.m. Poor thing couldn't take another bite."
Zoidberg, Hooray! I'm a teenage heartthrob again!
Fry, I'm literally angry with rage! Your co-stars may be gone but we can still get those episode tapes back for the whole world to see. Come on!
Fry, That doesn't sound too bad.
Zoidberg, And hundreds of black hovercopters are coming to welcome us!
Fry, Fry's dog!
Amy, Just act normal and switch to a garlic shampoo.
Leela, Fry first of all this is serious. And second of all...
Amy," Hermes, no! I'll ruin your body, too!"
Bender," So there's more Benders around. As far as I'm concerned, that's good news!"
Farnsworth," Yes, I remember."
Amy, My javelin too! It's ruined. Now we'll never beat Jupiter State.
Fry," Eh, what's the worst thing that could happen? Ugh! It's like a party in my mouth and everyone's throwing up!"
Leela, For your information it's called Electric Mucus.
Leela," Professor, we have no power."
Fry, Oh. How is it?
Leela, It's amazing. It's like a textbook on evolution.
Fry, Damn.
Amy, Sh! Don't let anyone hear you say that!
Leela, What are we gonna do? Fry can't pretend to be both our boyfriends.
Fry, Look. I've been studying how to pilot the ship. Impressed?
Leela, They were?! By who?!
Bender," The important thing is, by my standards, I won fair and square. Now, who wants brunch? Cooked with plenty of ... ""confidence""?"
Amy," Speaking of sappy love... Want to tell them, Kiffy?"
Fry, He's at a spa.
Farnsworth, To the ship!
Bender, And this is just last year at Space Mardi Gras.
Bender," Yeah, you're one dynamite lady. Can we have a week off?"
Fry, Follow him! It's our only way out!
Bender," No, of course not! It was ... uh ... porno! Yeah, that's it!"
Zoidberg, Thank you. I made them myself.
Amy, Don't give up.  You just need more titillating twits.
Leela, Uh-oh. Isn't Franklin in Philadelphia?
Fry, Build-A-Bot Workshop? It's time to start living again!
Farnsworth," Larry, the snivelling middle child."
Bender," Ooh! Ooh! Bubblegum? My name's Bender and I'm a huge fan of your work, both on and off the court. Can I be a Globetrotter?"
Hermes," Bender, mon, no one's trying to run you over. Stop being a big, hallucinating baby."
Leela," Just make a simple cake. And this time, if someone's going to jump out of it, make sure you put them in after you cook it."
Leela, Sh!
Farnsworth," Dr. Zoidberg, I want to see you right now!"
Bender," With all these women around they were probably nagged to death. Are you with me, fellas?"
Leela, No!
Bender," Well, let's get started."
Zoidberg," For one beautiful night, I knew what it was to be a grandmother. Subjugated, yet honoured."
Leela," It was very sweet of you, Bender."
Bender," Ah, they'll probably find a cure for that in the future."
Hermes," Four, three..."
Fry," Ooh, yeah. Anyone have a camera?"
Bender, We interrupt this ancient prophecy to bring you late-breaking bulletin. He hammers the back of his head and creates and imprint of himself on the wall.
Bender," Welcome to Plan Am Flight 1 to Acapulsar. The local time on Acapulsar is five years from now. In the event of a wormhole sendin' us back in time, do not kill your parents. If you who are travelling with small children, help them not to kill you before not killin' your own parents. Now please turn off all electronic devices."
Bender," Uh, I'm gettin' dizzy! I can't walk straight!"
Bender, I don't need friends. I need a sex change operation and give it to me now!
Bender, Awful! Boo! This kid sucks! We want Bender! Boo!
Bender," Hey, that's not that bad."
Leela, At least we got a few mildly interesting stories out of it.
Bender," Man, I guess it's harder than I thought to make someone cry."
Amy, Is cash okay?
Leela," Bender, a turtle isn't yourself. Why do you care about it?"
Fry, Bender!
Bender," Listen, you fat Internet nerd."
Leela, I told them something so shocking that they let me by.
Bender, All the coolest robots are in this fraternity.
Farnsworth, One month. Two weeks. One hour. Thirty seconds and here we—
Leela," Bender, it's OK to be proud but don't be a show-off."
Farnsworth, She was a wise woman.
Leela," This is, by a wide margin, the least likely thing that has ever happened."
Bender," How 'bout a few words, Professor?"
Bender, I bet watching me bend girders like this turns your legs all rubbery.
Leela," Okay, Plan B. Everyone knows men have one fatal weakness - they can't resist hookers. Dixie, Trixie, you know what to do."
Amy, A whole forest grew overnight.
Amy, I recognise this! It's the 1960s! I did a report on it for my drug-taking class.
Zoidberg," What? It's not even scratch and sniff? But if rich people think it's good, I'll buy it. One art, please!"
Bender," Oh yeah? Well, maybe this is him in a costume. I'm gonna squeeze you out of there like Tijuana toothpaste."
Fry," But things are different this time. Before, she was demanding and possessive. But now she wants me to do stuff and stay with her all the time."
Fry, I'm scaroused!
Farnsworth," I shouldn't be out in this cold. I 'ave no protective fat, hair, or warm blood. I'm not even legally a mammal."
Bender, It wasn't just a blast it was a sacred tribute to my ancestral prototypes which happened to take the form of a drinking contest.
Bender, And that's how I saved Earth and am the greatest!
Bender, Probably not. But I love you and I'm gonna kick his ass till I win you back.
Leela, Zoidberg owned 51% of the company?
Fry, Guenter! You're alive!
Farnsworth, That's just stupid.
Bender," There! Now when I'm found in a million years people will know what the score was. Hey! what's bombarding me? Oh, no! An asteroid field. If even a pea-sized asteroid were to whiz through my skull it could-- Ow! Hurt slightly! Well that was fun. Now for eons of loneliness."
Bender," Hey, All My Circuits! Move over."
Leela, So we can go back to Earth?  But there is no Earth anymore!  Everyone I know is dead!
Leela," Hmm, he seems pretty angry."
Bender, Ahhhhh.
Bender, That's L.A. for you.
Bender," Oh! FYI, I dropped that Tetris piece in the wrong place and ended the game."
Zoidberg," Finally, I have a good claw. See? Three human females, a number and a king giving himself brain surgery."
Amy," C'mon, Mushu! Barf! Barf like a freshman!"
Fry, I'll save one of you!
Leela," I'm back at the wheel, Fry. Everything's under control."
Bender, Let's find out.
Leela, Huh? It's him!
Leela," So, Fry, was the real moon anything like the moon you used to dream about?"
Hermes," Okay, I finished moving the last grand piano. Now can we have our pizza?"
Farnsworth, It's the same on Earth.
Fry, OK.
Bender," Foolish leprechaun, I scoop your treasure in the name of the fancy men."
Bender," Then please let me explain, My crimes were merely boy-ish pranks."
Farnsworth, This is a top secret military satellite launched by the Air Force in 1998.
Bender," Hey, pal, help me out here. This is the worst possible hand, right?"
Hermes, But then we'll have no fuel.
Amy, Kif!
Fry, To the end of the universe.
Bender, You're moving in with her? Why can't she move in with us? I could just curl up at the foot of the bed. (WHIMPERING)
Fry, Yowza! I know what I want for dessert!
Leela, Who's up for one last summer beach trip?
Leela," Uh, Professor?"
Fry, Leela's right. That's not what you want to hear. What you want to hear is that I fixed my comic book. Now the hero is more reliable because he has no more ridiculous powers.
Bender, Not my fault if you don't check me! Messages erased.
Fry, Not even a card.
Bender, What comes out one end we feed to the other.  Also Indian food.  Let the contest begin!
Fry," No, it's about you and me."
Fry, What are you showing right now?
Fry, Oh. Is there a burn ward within 10 feet of here?
Fry, Who wants to know?
Zoidberg," Thank you, Hubert."
Fry, And... Woilà!
Leela, I'm not afraid.
Bender, I'm not giving my name to a machine.
Amy," Gee, I see CGI. IGC ees I, eej."
Bender, Boo! Not as good as Bender! Boo!
Farnsworth," That? It's, uh ... nothing. Yes, nothing. If you think it's anything, you're a suspicious moron."
Bender, Neat!
Fry," I'll protect you, Leela!  My love is stronger than the vast majority of explosions!"
Bender, Whoa! I'm not reading that crap. Summarise it in one word.
Leela, No! You've got to do it. I don't care how suicidal it is.
Fry, At last! At last I have the power to make Leela love me.
Fry, But existing is basically all I do!
Hermes, He has a daddy!
Hermes, I don't know how this was suppose to work.
Bender," Man, the future is a total craphole. Whoever lives here is a crapface sack of crap. No offence, fellows."
Fry," Fine, Mr. Responsible, don't use the code. Mmmmm. That pizza sure was good."
Fry," Help me! For God's sake, help me!"
Farnsworth," Look, the spirit of Kwanzaa is killing the parasites."
Leela, Anything?
Bender," Uh, you don't need to kill us, Planet Express Ship ... because ... I love you. Oh, yeah, baby! I feel like doing stuff for you and stuff."
Leela, I should've told the truth right away. These simply prairie folk have a simple prairie-ish life here. And I was wrong to exploit it for profit.
Bender," Yeah, this past week with Fry's been a blast! Y'know, beneath this warm, sunny exterior beats the cold, mechanical heart of a robot."
Bender, He could make a good...
Bender, I don't know and I don't care!
Fry," Are you crazy, Professor?"
Fry," It's not fair. In my day Xmas was supposed to bring people together, not blow them apart!"
Bender," 'Cause he's a loser, that's why. He's the lobster equivalent of Fry."
Leela, And there's that robot child actor who grew up and became a convenience store!
Zoidberg, Mmm!
Fry, Yay!
Leela, That is completely reckless. Don't you ever think ahead?
Leela, And hard-working.
Fry, What proof is this? Some huge number?
Fry, So? What do you think?
Leela," Aww, look how cuddly he looks in his new cape!"
Fry," Hey, hey, cheer up. Not everyone turns out like their parents. I mean, look at me. My folks were honest, hard-working people."
Leela," Now if you see any robots, just stay out of their way. So far, so good."
Hermes, Yeah-heah!
Amy, You stink!
Fry, Yeah!
Bender, Who-y-boy?
Farnsworth," Now, now, there'll be plenty of time to discuss your objections when and if you return."
Fry, Fabulous friends!
Fry," Yeah, it's really long. But what did you just turn on with it?"
Fry, How's that?
Hermes," Happy Xmas, Xmas people! Xmas cards have arrived! Xmas! Amy, there you go. Fry, Professor, Zoidberg, a mighty haul for Bender."
Leela, Where's the Professor?
Leela," Wake up? Oh, no! No! It can't be!"
Leela," Bender, do something."
Zoidberg, There's nothing crazy about it. It's just Freedom Day!
Fry," Bender, I think you might be playing too much Dungeons & Dragons."
Amy, No! There!
Hermes," OK, Captain, this is just a standard legal release protecting Planet Express from lawsuits in the event of the unforeseen."
Farnsworth," Eh, wha? I mean, what?"
Bender," And finally, a chump, to be caught on video and later arrested."
Fry, 'Cause you're a robot?
Leela," Plus, you have the high beams on!"
Fry," Hey, the TV's getting away!"
Farnsworth, Happy!
Farnsworth," I am the Professor, great and ... uh ... forgetful! Now, what do you nice kids want?"
Zoidberg," Ain't got no cash, Ain't got no style, Ladies vomit when I smile, But does Zoidberg worry? Feh! You wish!"
Amy, I hate chiseling right after a manicure. Oh! Darn it! I broke off one of my fingers!
Fry, Hello? Has anyone out there seen Bender?
Hermes, Who's brave now?
Fry, Yes!
Leela," Ooh, ancient Wall Street."
Fry, Alright! I'm a delivery boy!
Bender," Legion of Benders, come onto me. We have one thing to do!"
Fry," Ooh, sorry. I guess I control that arm."
Leela," So, uh, how's rehearsal going?"
Leela, We'll go wait in the ship.
Fry," Uh, sorry, Bender, that's just a phone booth."
Leela, Absolutely. Bullhorns are a core principle of eco-feminism.
Farnsworth, The year one billion.
Fry, I really like it!
Leela, All right!
Fry," Oh, no, it's the Cyclops! Don't look! Don't look!"
Fry, What? Really?
Farnsworth," Uh, wha? Oh, yes! They say madness runs in our family. Some even call me mad! And why? Because I dared to dream of my own race of atomic monsters. Atomic supermen with octagonal-shaped bodies that suck blood out of..."
Leela," Bender's not a guy, he's a robot."
Fry, Ow! My head is killing me. What happened? Was anybody hurt?
Leela," There's a political debate on! Quick, change the channel!"
Fry, I've not heard of them.
Zoidberg," Don't lecture me about Alien physiology, Conrad! The pineal neurotoxin neutralises the adrenal neurotoxin. That's why Yetis don't drive themselves mad!"
Bender, She's gone.
Zoidberg, You've seen me naked?
Bender," I'm talkin' about Robanukah, the holiest six and a half weeks in the robot calendar!"
Leela, How ultra?
Bender," Where would the Professor be without students who love and respect him? Right there! But seriously, of all the former crew members of the Professor's delivery ship, our next speaker is by far the most alive. Captain Musky?"
Amy," I think cosmetic surgery's great, Leela. I used to be too cute, so I had cuteness-reduction surgery here ... ... and here."
Fry, Who are you people?
Bender," Yes, sir, sir!"
Amy, You idiot!
Fry, Hooray!
